position,mean,std,sum,share_pct
1,15.655962962962962,10.359605872214416,4227.11,80.57715915242736
2,2.7708148148148144,5.1685938280046235,748.1199999999999,14.260661375056232
3,1.003,3.6508320943878863,270.80999999999995,5.162179472516412
