sequence,seq_num,run,seed,project,position,model,init,fin,gain,tokens,cost,requests,time_min,flagged
sequence_02,2,run_02,767,spring-actuator-demo,1,qwen,80.65,80.65,0.0,10553,0.01207064,2,2.8059263586997987,False
sequence_02,2,run_02,767,spring-actuator-demo,2,glm,80.65,100.0,19.349999999999994,6170,0.00917875,2,4.7888549645741785,False
sequence_02,2,run_02,767,spring-actuator-demo,3,gpt5mini,100.0,100.0,0.0,0,0.0,0,0.0001767754554748,False
sequence_02,2,run_03,367,features-service,1,qwen,56.02,80.96,24.93999999999999,366363,0.3376278499999999,41,9.034871594111126,False
sequence_02,2,run_03,367,features-service,2,glm,80.96,80.96,0.0,103183,0.17861470045,11,4.242379081249237,False
sequence_02,2,run_03,367,features-service,3,gpt5mini,80.96,80.96,0.0,103521,0.08378775,13,3.7031658331553134,False
sequence_02,2,run_03,367,ncs,1,qwen,74.18,92.73,18.55,90324,0.08977018,9,5.5960819005966185,False
sequence_02,2,run_03,367,ncs,2,glm,92.73,93.09,0.3599999999999994,84105,0.20247222,11,6.282908439636231,False
sequence_02,2,run_03,367,ncs,3,gpt5mini,93.09,93.09,0.0,61170,0.06953025,11,2.439234467347463,False
sequence_02,2,run_03,367,restcountries,1,qwen,78.27,82.14,3.870000000000005,412898,0.2170275999999999,19,6.089900028705597,False
sequence_02,2,run_03,367,restcountries,2,glm,82.14,82.87,0.730000000000004,367668,0.416542356,29,5.424592618147532,False
sequence_02,2,run_03,367,restcountries,3,gpt5mini,82.87,82.87,0.0,288833,0.15339075,16,4.397527197996776,False
sequence_02,2,run_03,367,scs,1,qwen,65.08,93.56,28.480000000000004,216880,0.2042169499999999,15,10.593204041322071,False
sequence_02,2,run_03,367,scs,2,glm,93.56,95.59,2.030000000000001,138652,0.2356605250499999,26,3.1112510482470195,False
sequence_02,2,run_03,367,scs,3,gpt5mini,95.59,95.59,0.0,122979,0.1117085,15,3.2503619114557902,False
sequence_02,2,run_03,367,spring-actuator-demo,1,qwen,80.65,80.65,0.0,10918,0.01290025,2,2.916434558232625,False
sequence_02,2,run_03,367,spring-actuator-demo,2,glm,80.65,100.0,19.349999999999994,7821,0.0184816,2,2.6806669513384502,False
sequence_02,2,run_03,367,spring-actuator-demo,3,gpt5mini,100.0,100.0,0.0,0,0.0,0,0.000183876355489,False
sequence_02,2,run_03,450,features-service,1,qwen,56.02,80.31,24.29,332915,0.2865098099999999,40,9.14049789905548,False
sequence_02,2,run_03,450,features-service,2,glm,80.31,80.96,0.6499999999999915,137649,0.296337594,12,15.620198468367258,False
sequence_02,2,run_03,450,features-service,3,gpt5mini,80.96,80.96,0.0,109249,0.0911749999999999,13,3.316555297374725,False
sequence_02,2,run_03,450,ncs,1,qwen,74.18,96.0,21.819999999999997,151024,0.16881383,9,15.29465872446696,False
sequence_02,2,run_03,450,ncs,2,glm,96.0,96.0,0.0,89685,0.229903898,9,12.355709151426952,False
sequence_02,2,run_03,450,ncs,3,gpt5mini,96.0,96.36,0.3599999999999994,54362,0.0591815,10,2.808237099647522,False
sequence_02,2,run_03,450,restcountries,1,qwen,78.27,82.87,4.6000000000000085,412680,0.21558506,20,5.8532705187797545,False
sequence_02,2,run_03,450,restcountries,2,glm,82.87,82.87,0.0,361720,0.4707814260000001,29,10.55590717792511,False
sequence_02,2,run_03,450,restcountries,3,gpt5mini,82.87,82.87,0.0,300337,0.17029825,19,4.049642888704936,False
sequence_02,2,run_03,450,scs,1,qwen,65.08,93.9,28.820000000000007,265544,0.26559904,15,53.65759079456329,False
sequence_02,2,run_03,450,scs,2,glm,93.9,94.58,0.6799999999999926,126572,0.2937617979999999,14,19.92745295365652,False
sequence_02,2,run_03,450,scs,3,gpt5mini,94.58,94.58,0.0,122385,0.1099587499999999,15,3.168399147192637,False
sequence_02,2,run_03,450,spring-actuator-demo,1,qwen,80.65,80.65,0.0,12111,0.01532306,2,3.949437443415324,False
sequence_02,2,run_03,450,spring-actuator-demo,2,glm,80.65,100.0,19.349999999999994,5353,0.00757537,2,2.1735508839289346,False
sequence_02,2,run_03,450,spring-actuator-demo,3,gpt5mini,100.0,100.0,0.0,0,0.0,0,0.0001577417055765,False
sequence_02,2,run_03,767,features-service,1,qwen,56.02,80.96,24.93999999999999,345068,0.31384776,41,12.773631091912588,False
sequence_02,2,run_03,767,features-service,2,glm,80.96,80.96,0.0,114741,0.181990316,12,7.606901899973551,False
sequence_02,2,run_03,767,features-service,3,gpt5mini,80.96,80.96,0.0,104842,0.0875445,12,3.867433226108551,False
sequence_02,2,run_03,767,ncs,1,qwen,74.18,86.18,12.0,177841,0.20191729,10,32.31596369345983,False
sequence_02,2,run_03,767,ncs,2,glm,86.18,96.0,9.819999999999991,84267,0.236457172,8,22.39223704735438,False
sequence_02,2,run_03,767,ncs,3,gpt5mini,96.0,96.0,0.0,57202,0.0625375,11,2.47432047923406,False
sequence_02,2,run_03,767,restcountries,1,qwen,78.27,82.5,4.230000000000004,415506,0.2212755,19,8.107957510153453,False
sequence_02,2,run_03,767,restcountries,2,glm,82.5,83.06,0.5600000000000023,358536,0.5535396899999999,19,8.788374682267508,False
sequence_02,2,run_03,767,restcountries,3,gpt5mini,83.06,83.06,0.0,298849,0.166722,18,4.201642775535584,False
sequence_02,2,run_03,767,scs,1,qwen,65.08,92.88,27.8,180442,0.15712641,12,7.785917822519938,False
sequence_02,2,run_03,767,scs,2,glm,92.88,95.59,2.710000000000008,163353,0.2816191637,27,22.01301133235296,False
sequence_02,2,run_03,767,scs,3,gpt5mini,95.59,95.59,0.0,120126,0.1094815,14,2.7227412184079487,False
sequence_02,2,run_03,767,spring-actuator-demo,1,qwen,80.65,80.65,0.0,17022,0.02138325,2,5.102273142337799,False
sequence_02,2,run_03,767,spring-actuator-demo,2,glm,80.65,100.0,19.349999999999994,10122,0.015909498,3,2.903595618406932,False
sequence_02,2,run_03,767,spring-actuator-demo,3,gpt5mini,100.0,100.0,0.0,0,0.0,0,0.0001644293467203,False
sequence_03,3,run_01,367,features-service,1,gpt5mini,56.02,79.65,23.630000000000003,233919,0.2101067499999999,25,5.53662394285202,False
sequence_03,3,run_01,367,features-service,2,qwen,79.65,80.96,1.309999999999988,161686,0.1197081299999999,13,6.346169547239939,False
sequence_03,3,run_01,367,features-service,3,glm,80.96,80.96,0.0,115410,0.2560730326,10,13.42016446987788,False
sequence_03,3,run_01,367,ncs,1,gpt5mini,74.18,95.64,21.459999999999997,60805,0.06629425,12,2.966390566031138,False
sequence_03,3,run_01,367,ncs,2,qwen,95.64,96.36,0.7199999999999989,89506,0.0896672,9,7.140191813309987,False
sequence_03,3,run_01,367,ncs,3,glm,96.36,96.36,0.0,72486,0.1518342036,14,14.89848705927531,False
sequence_03,3,run_01,367,restcountries,1,gpt5mini,78.27,81.77,3.5,347292,0.1829869999999999,22,4.934805234273274,False
sequence_03,3,run_01,367,restcountries,2,qwen,81.77,82.87,1.1000000000000083,350759,0.18715388,16,6.694036650657654,False
sequence_03,3,run_01,367,restcountries,3,glm,82.87,82.87,0.0,310934,0.4527459972000001,19,6.14792461792628,False
sequence_03,3,run_01,367,scs,1,gpt5mini,65.08,91.86,26.78,129747,0.119837,16,3.155465078353882,False
sequence_03,3,run_01,367,scs,2,qwen,91.86,95.59,3.730000000000004,201933,0.1841904399999999,13,12.07088251511256,False
sequence_03,3,run_01,367,scs,3,glm,95.59,95.59,0.0,141141,0.36085012525,16,8.074734878540038,False
sequence_03,3,run_01,367,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,10916,0.01411625,2,2.5231214205423997,False
sequence_03,3,run_01,367,spring-actuator-demo,2,qwen,80.65,100.0,19.349999999999994,9510,0.01071804,2,3.922987659772237,False
sequence_03,3,run_01,367,spring-actuator-demo,3,glm,100.0,100.0,0.0,0,0.0,0,0.0001487453778584,False
sequence_03,3,run_01,450,features-service,1,gpt5mini,56.02,80.74,24.71999999999999,238670,0.21828225,27,4.952552258968353,False
sequence_03,3,run_01,450,features-service,2,qwen,80.74,80.96,0.2199999999999988,138693,0.1051723199999999,13,6.321123913923899,False
sequence_03,3,run_01,450,features-service,3,glm,80.96,80.96,0.0,171926,0.5329844936000001,11,15.406079896291097,False
sequence_03,3,run_01,450,ncs,1,gpt5mini,74.18,89.45,15.269999999999996,70429,0.082408,13,3.006740192572276,False
sequence_03,3,run_01,450,ncs,2,qwen,89.45,96.0,6.549999999999997,128031,0.13947242,9,17.216568613052367,False
sequence_03,3,run_01,450,ncs,3,glm,96.0,96.0,0.0,55098,0.09939105,11,8.473820877075195,False
sequence_03,3,run_01,450,restcountries,1,gpt5mini,78.27,81.03,2.760000000000005,390054,0.2331682499999999,34,5.41031064192454,False
sequence_03,3,run_01,450,restcountries,2,qwen,81.03,81.03,0.0,374267,0.1936968899999999,14,9.610510245958965,False
sequence_03,3,run_01,450,restcountries,3,glm,81.03,82.87,1.8400000000000036,328463,0.404068816,18,7.367375902334849,False
sequence_03,3,run_01,450,scs,1,gpt5mini,65.08,89.49,24.41,118476,0.1050842499999999,13,2.949442919095357,False
sequence_03,3,run_01,450,scs,2,qwen,89.49,93.56,4.070000000000007,160160,0.1303862199999999,14,6.224266358216604,False
sequence_03,3,run_01,450,scs,3,glm,93.56,93.9,0.3400000000000034,155783,0.2781520117999999,24,9.285332850615184,False
sequence_03,3,run_01,450,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,12147,0.016783,2,3.262986405690511,False
sequence_03,3,run_01,450,spring-actuator-demo,2,qwen,80.65,100.0,19.349999999999994,6170,0.0064581199999999,2,3.440160926183065,False
sequence_03,3,run_01,450,spring-actuator-demo,3,glm,100.0,100.0,0.0,0,0.0,0,0.0001590490341186,False
sequence_03,3,run_01,767,features-service,1,gpt5mini,56.02,77.46,21.43999999999999,236754,0.21220325,26,5.103846267859141,False
sequence_03,3,run_01,767,features-service,2,qwen,77.46,80.31,2.8500000000000085,145265,0.1049383899999999,13,5.510473958651224,False
sequence_03,3,run_01,767,features-service,3,glm,80.31,80.96,0.6499999999999915,117393,0.1817107043,10,7.177715233961741,False
sequence_03,3,run_01,767,ncs,1,gpt5mini,74.18,92.36,18.179999999999996,54593,0.0614599999999999,9,2.582104277610779,False
sequence_03,3,run_01,767,ncs,2,qwen,92.36,95.64,3.280000000000001,112604,0.1203126099999999,11,15.364209552605947,False
sequence_03,3,run_01,767,ncs,3,glm,95.64,96.36,0.7199999999999989,76534,0.1467153873999999,17,5.183149262269338,False
sequence_03,3,run_01,767,restcountries,1,gpt5mini,78.27,79.37,1.1000000000000083,355544,0.1933049999999999,22,4.930647758642833,False
sequence_03,3,run_01,767,restcountries,2,qwen,79.37,79.37,0.0,408507,0.23007596,22,6.686093544960022,False
sequence_03,3,run_01,767,restcountries,3,glm,79.37,79.37,0.0,351682,0.3990594232,22,5.711740350723266,False
sequence_03,3,run_01,767,scs,1,gpt5mini,65.08,94.58,29.5,122089,0.1113775,14,2.972663009166717,False
sequence_03,3,run_01,767,scs,2,qwen,94.58,95.59,1.0100000000000051,188792,0.16725578,16,11.635662384827931,False
sequence_03,3,run_01,767,scs,3,glm,95.59,95.59,0.0,147726,0.2487728749999999,28,5.331211197376251,False
sequence_03,3,run_01,767,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,10768,0.01246575,2,2.637266131242116,False
sequence_03,3,run_01,767,spring-actuator-demo,2,qwen,80.65,80.65,0.0,11110,0.01202307,2,3.417380952835083,False
sequence_03,3,run_01,767,spring-actuator-demo,3,glm,80.65,80.65,0.0,8789,0.01620741,2,4.199629962444305,False
sequence_03,3,run_02,367,features-service,1,gpt5mini,56.02,80.31,24.29,244148,0.22210525,28,5.208602599302927,False
sequence_03,3,run_02,367,features-service,2,qwen,80.31,80.96,0.6499999999999915,121398,0.0899776379999999,10,5.789347887039185,False
sequence_03,3,run_02,367,features-service,3,glm,80.96,80.96,0.0,173577,0.3352754797999999,20,14.906300067901611,False
sequence_03,3,run_02,367,ncs,1,gpt5mini,74.18,95.64,21.459999999999997,58348,0.0648085,10,2.9821351250012715,False
sequence_03,3,run_02,367,ncs,2,qwen,95.64,95.64,0.0,113882,0.12119317,9,14.3119642496109,False
sequence_03,3,run_02,367,ncs,3,glm,95.64,95.64,0.0,71193,0.1342137877999999,8,14.58357462088267,False
sequence_03,3,run_02,367,restcountries,1,gpt5mini,78.27,78.64,0.3700000000000045,369000,0.2019224999999999,24,4.929468750953674,False
sequence_03,3,run_02,367,restcountries,2,qwen,78.64,78.64,0.0,407485,0.23105108,22,6.947797365983328,False
sequence_03,3,run_02,367,restcountries,3,glm,78.64,81.22,2.5799999999999983,365346,0.5582671757999998,21,6.904367105166117,False
sequence_03,3,run_02,367,scs,1,gpt5mini,65.08,92.54,27.460000000000008,114247,0.1007685,12,2.4575449506441758,False
sequence_03,3,run_02,367,scs,2,qwen,92.54,94.24,1.6999999999999886,174488,0.14830451,13,10.736349296569824,False
sequence_03,3,run_02,367,scs,3,glm,94.24,94.58,0.3400000000000034,126382,0.2366879947999999,14,23.255094770590464,False
sequence_03,3,run_02,367,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,11146,0.01473375,2,2.789237646261851,False
sequence_03,3,run_02,367,spring-actuator-demo,2,qwen,80.65,100.0,19.349999999999994,11924,0.0141926,2,5.15121819972992,False
sequence_03,3,run_02,367,spring-actuator-demo,3,glm,100.0,100.0,0.0,0,0.0,0,0.0001085718472798,False
sequence_03,3,run_02,450,features-service,1,gpt5mini,56.02,77.68,21.660000000000004,236097,0.2128422499999999,27,4.795596543947855,False
sequence_03,3,run_02,450,features-service,2,qwen,77.68,80.96,3.279999999999987,177412,0.1393581799999999,17,6.963123973210653,False
sequence_03,3,run_02,450,features-service,3,glm,80.96,80.96,0.0,116693,0.112578146,13,5.053481407960256,False
sequence_03,3,run_02,450,ncs,1,gpt5mini,74.18,95.64,21.459999999999997,60603,0.06713975,11,2.6534596880277,False
sequence_03,3,run_02,450,ncs,2,qwen,95.64,95.64,0.0,77061,0.07447351,8,4.136834863821665,False
sequence_03,3,run_02,450,ncs,3,glm,95.64,96.36,0.7199999999999989,53454,0.08449687,9,2.531383764743805,False
sequence_03,3,run_02,450,restcountries,1,gpt5mini,78.27,82.32,4.049999999999997,352817,0.1937555,22,4.758400460084279,False
sequence_03,3,run_02,450,restcountries,2,qwen,82.32,82.87,0.5500000000000114,368056,0.18475358,16,7.005638547738394,False
sequence_03,3,run_02,450,restcountries,3,glm,82.87,82.87,0.0,363006,0.5539297784000001,29,9.79656837383906,False
sequence_03,3,run_02,450,scs,1,gpt5mini,65.08,91.86,26.78,117481,0.106449,12,3.0160547335942587,False
sequence_03,3,run_02,450,scs,2,qwen,91.86,93.56,1.7000000000000028,181383,0.15840607,14,8.241438416639964,False
sequence_03,3,run_02,450,scs,3,glm,93.56,93.56,0.0,137525,0.2815855057999999,14,8.644628942012787,False
sequence_03,3,run_02,450,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,8942,0.0100125,2,2.2254390597343443,False
sequence_03,3,run_02,450,spring-actuator-demo,2,qwen,80.65,80.65,0.0,13476,0.01822716,2,3.352606542905172,False
sequence_03,3,run_02,450,spring-actuator-demo,3,glm,80.65,100.0,19.349999999999994,14226,0.013753755,3,2.71865177154541,False
sequence_03,3,run_02,767,features-service,1,gpt5mini,56.02,76.59,20.57,297586,0.2840115,44,7.349404700597128,False
sequence_03,3,run_02,767,features-service,2,qwen,76.59,80.96,4.36999999999999,163353,0.12001767,15,7.241866465409597,False
sequence_03,3,run_02,767,features-service,3,glm,80.96,80.96,0.0,101051,0.1507339851999999,11,8.247814071178436,False
sequence_03,3,run_02,767,ncs,1,gpt5mini,74.18,88.0,13.819999999999991,62947,0.07334068,10,3.163145565986633,False
sequence_03,3,run_02,767,ncs,2,qwen,88.0,92.73,4.730000000000004,171945,0.119514,10,43.7369542558988,False
sequence_03,3,run_02,767,ncs,3,glm,92.73,92.73,0.0,98827,0.327089826,7,22.420003938674927,False
sequence_03,3,run_02,767,restcountries,1,gpt5mini,78.27,81.4,3.1300000000000097,356813,0.19300975,23,4.776240674654643,False
sequence_03,3,run_02,767,restcountries,2,qwen,81.4,81.77,0.3699999999999903,365425,0.20325643,20,7.329858692487081,False
sequence_03,3,run_02,767,restcountries,3,glm,81.77,82.87,1.1000000000000083,345348,0.4046228738,20,12.804893334706623,False
sequence_03,3,run_02,767,scs,1,gpt5mini,65.08,85.76,20.680000000000007,123769,0.11058125,15,2.963649280865987,False
sequence_03,3,run_02,767,scs,2,qwen,85.76,93.56,7.799999999999997,187529,0.16567686,13,8.527244865894318,False
sequence_03,3,run_02,767,scs,3,glm,93.56,93.56,0.0,116272,0.1932113428,15,4.672823754946391,False
sequence_03,3,run_02,767,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,11633,0.01483275,2,2.491170787811279,False
sequence_03,3,run_02,767,spring-actuator-demo,2,qwen,80.65,80.65,0.0,12090,0.01531581,2,3.981054651737213,False
sequence_03,3,run_02,767,spring-actuator-demo,3,glm,80.65,100.0,19.349999999999994,6962,0.01005071,2,2.7474979599316915,False
sequence_03,3,run_03,367,features-service,1,gpt5mini,56.02,80.09,24.07,249243,0.2328674999999999,28,5.052140482266744,False
sequence_03,3,run_03,367,features-service,2,qwen,80.09,80.31,0.2199999999999988,151441,0.11828942,20,5.489937822024028,False
sequence_03,3,run_03,367,features-service,3,glm,80.31,80.96,0.6499999999999915,118704,0.1812664359999999,13,3.8887513240178415,False
sequence_03,3,run_03,367,ncs,1,gpt5mini,74.18,90.91,16.72999999999999,62220,0.06732175,12,2.572360944747925,False
sequence_03,3,run_03,367,ncs,2,qwen,90.91,91.27,0.3599999999999994,109656,0.11422677,10,8.891206129391987,False
sequence_03,3,run_03,367,ncs,3,glm,91.27,96.36,5.090000000000003,110902,0.2600406878,10,8.198906513055165,False
sequence_03,3,run_03,367,restcountries,1,gpt5mini,78.27,80.85,2.5799999999999983,407424,0.2484412499999999,36,5.78379860719045,False
sequence_03,3,run_03,367,restcountries,2,qwen,80.85,81.22,0.3700000000000045,403576,0.2261899899999999,21,11.040428972244262,False
sequence_03,3,run_03,367,restcountries,3,glm,81.22,82.32,1.0999999999999943,346792,0.4984860488,19,17.939842649300893,False
sequence_03,3,run_03,367,scs,1,gpt5mini,65.08,92.2,27.120000000000005,121531,0.109054,14,2.843798744678497,False
sequence_03,3,run_03,367,scs,2,qwen,92.2,95.59,3.390000000000001,173511,0.14808242,14,7.510941910743713,False
sequence_03,3,run_03,367,scs,3,glm,95.59,95.59,0.0,133920,0.2115744287,14,9.920596035321552,False
sequence_03,3,run_03,367,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,10731,0.01374975,2,2.725103716055552,False
sequence_03,3,run_03,367,spring-actuator-demo,2,qwen,80.65,80.65,0.0,8197,0.00897516,2,2.7706818024317426,False
sequence_03,3,run_03,367,spring-actuator-demo,3,glm,80.65,100.0,19.349999999999994,6546,0.0077605773999999,2,2.3452552517255145,False
sequence_03,3,run_03,450,features-service,1,gpt5mini,56.02,78.34,22.32,240513,0.2164557499999999,28,4.633183654149374,False
sequence_03,3,run_03,450,features-service,2,qwen,78.34,80.96,2.6199999999999903,168105,0.12667142,14,8.642506269613902,False
sequence_03,3,run_03,450,features-service,3,glm,80.96,80.96,0.0,118059,0.1409644179999999,12,6.328876006603241,False
sequence_03,3,run_03,450,ncs,1,gpt5mini,74.18,85.82,11.639999999999986,45673,0.05094725,8,3.0872140566507977,False
sequence_03,3,run_03,450,ncs,2,qwen,85.82,95.64,9.820000000000007,110192,0.11587964,9,14.664055478572845,False
sequence_03,3,run_03,450,ncs,3,glm,95.64,96.36,0.7199999999999989,95998,0.185212594,10,8.968599498271942,False
sequence_03,3,run_03,450,restcountries,1,gpt5mini,78.27,81.4,3.1300000000000097,354999,0.194406,22,3.945534670352936,False
sequence_03,3,run_03,450,restcountries,2,qwen,81.4,81.77,0.3699999999999903,394582,0.21575353,20,6.621854070822398,False
sequence_03,3,run_03,450,restcountries,3,glm,81.77,81.77,0.0,329987,0.406123735375,20,6.470931069056193,False
sequence_03,3,run_03,450,scs,1,gpt5mini,65.08,91.53,26.450000000000003,127651,0.1188352499999999,15,2.919080917040507,False
sequence_03,3,run_03,450,scs,2,qwen,91.53,95.59,4.060000000000002,183283,0.16061687,15,8.592316047350566,False
sequence_03,3,run_03,450,scs,3,glm,95.59,95.59,0.0,111326,0.136723177,14,5.770529329776764,False
sequence_03,3,run_03,450,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,10616,0.013413,2,1.908841848373413,False
sequence_03,3,run_03,450,spring-actuator-demo,2,qwen,80.65,80.65,0.0,9879,0.01151534,2,2.8123740434646605,False
sequence_03,3,run_03,450,spring-actuator-demo,3,glm,80.65,100.0,19.349999999999994,15669,0.016176562,3,3.25855766137441,False
sequence_03,3,run_03,767,features-service,1,gpt5mini,56.02,80.31,24.29,241409,0.21767783,26,4.665223741531372,False
sequence_03,3,run_03,767,features-service,2,qwen,80.31,80.96,0.6499999999999915,144405,0.1193026899999999,11,5.839977812767029,False
sequence_03,3,run_03,767,features-service,3,glm,80.96,80.96,0.0,124020,0.2638733444,11,13.549390518665314,False
sequence_03,3,run_03,767,ncs,1,gpt5mini,74.18,96.0,21.819999999999997,55308,0.06284275,9,2.352047630151113,False
sequence_03,3,run_03,767,ncs,2,qwen,96.0,96.36,0.3599999999999994,104706,0.1110395,10,7.8752417922019955,False
sequence_03,3,run_03,767,ncs,3,glm,96.36,96.36,0.0,53401,0.1176850164,8,3.594196093082428,False
sequence_03,3,run_03,767,restcountries,1,gpt5mini,78.27,81.77,3.5,366109,0.202598,23,4.554461876551311,False
sequence_03,3,run_03,767,restcountries,2,qwen,81.77,81.77,0.0,367723,0.2036920799999999,19,6.876429259777069,False
sequence_03,3,run_03,767,restcountries,3,glm,81.77,81.77,0.0,354460,0.43718931,30,11.272466055552163,False
sequence_03,3,run_03,767,scs,1,gpt5mini,65.08,89.83,24.75,120256,0.106077,14,2.9053196271260577,False
sequence_03,3,run_03,767,scs,2,qwen,89.83,91.19,1.3599999999999994,163715,0.13642226,13,8.181803119182586,False
sequence_03,3,run_03,767,scs,3,glm,91.19,92.88,1.6899999999999975,139271,0.3468616466,15,4.518725502490997,False
sequence_03,3,run_03,767,spring-actuator-demo,1,gpt5mini,80.65,100.0,19.349999999999994,6047,0.00782225,2,2.353016980489095,False
sequence_03,3,run_03,767,spring-actuator-demo,2,qwen,100.0,100.0,0.0,0,0.0,0,0.0001570185025533,False
sequence_03,3,run_03,767,spring-actuator-demo,3,glm,100.0,100.0,0.0,0,0.0,0,0.0001533110936482,False
sequence_04,4,run_01,367,features-service,1,gpt5mini,56.02,77.68,21.660000000000004,241282,0.218055,27,4.69806931813558,False
sequence_04,4,run_01,367,features-service,2,glm,77.68,80.96,3.279999999999987,247725,0.4791000267999999,29,10.926012619336444,False
sequence_04,4,run_01,367,features-service,3,qwen,80.96,80.96,0.0,117879,0.08707584,10,5.054100525379181,False
sequence_04,4,run_01,367,ncs,1,gpt5mini,74.18,92.73,18.55,56404,0.06208075,10,2.222133473555247,False
sequence_04,4,run_01,367,ncs,2,glm,92.73,95.64,2.9099999999999966,77667,0.19832738,9,8.714344867070515,False
sequence_04,4,run_01,367,ncs,3,qwen,95.64,96.0,0.3599999999999994,116226,0.12438149,8,14.392469720045726,False
sequence_04,4,run_01,367,restcountries,1,gpt5mini,78.27,81.77,3.5,361920,0.20464475,24,4.462407732009888,False
sequence_04,4,run_01,367,restcountries,2,glm,81.77,81.77,0.0,345867,0.4983091078,20,8.343062289555867,False
sequence_04,4,run_01,367,restcountries,3,qwen,81.77,81.77,0.0,373122,0.21258459,20,10.458922119935352,False
sequence_04,4,run_01,367,scs,1,gpt5mini,65.08,92.2,27.120000000000005,128352,0.11642968,16,2.836732824643453,False
sequence_04,4,run_01,367,scs,2,glm,92.2,93.56,1.3599999999999994,149526,0.3881547499199999,15,9.019198763370516,False
sequence_04,4,run_01,367,scs,3,qwen,93.56,93.9,0.3400000000000034,141973,0.10748363,13,5.861340177059174,False
sequence_04,4,run_01,367,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,12431,0.0173545,2,2.899581917126973,False
sequence_04,4,run_01,367,spring-actuator-demo,2,glm,80.65,100.0,19.349999999999994,1966,0.0050083,1,2.062040468056997,False
sequence_04,4,run_01,367,spring-actuator-demo,3,qwen,100.0,100.0,0.0,0,0.0,0,0.000191326936086,False
sequence_04,4,run_01,450,features-service,1,gpt5mini,56.02,80.74,24.71999999999999,245683,0.2286524999999999,25,4.300757773717245,False
sequence_04,4,run_01,450,features-service,2,glm,80.74,80.96,0.2199999999999988,124290,0.22660985432,13,7.418840022881826,False
sequence_04,4,run_01,450,features-service,3,qwen,80.96,80.96,0.0,115237,0.0835968799999999,11,5.002134442329407,False
sequence_04,4,run_01,450,ncs,1,gpt5mini,74.18,88.73,14.549999999999995,61522,0.068836,11,2.556290928522746,False
sequence_04,4,run_01,450,ncs,2,glm,88.73,93.09,4.359999999999999,81715,0.237840282,9,16.20095670223236,False
sequence_04,4,run_01,450,ncs,3,qwen,93.09,93.09,0.0,164148,0.18654544,8,12.253927020231885,False
sequence_04,4,run_01,450,restcountries,1,gpt5mini,78.27,81.4,3.1300000000000097,352420,0.1941514999999999,22,4.3111817121505736,False
sequence_04,4,run_01,450,restcountries,2,glm,81.4,81.77,0.3699999999999903,374515,0.6149068642400001,21,9.660965991020202,False
sequence_04,4,run_01,450,restcountries,3,qwen,81.77,81.77,0.0,376541,0.2151313,20,7.685415311654409,False
sequence_04,4,run_01,450,scs,1,gpt5mini,65.08,92.2,27.120000000000005,125621,0.1141505,15,2.82248504559199,False
sequence_04,4,run_01,450,scs,2,glm,92.2,95.59,3.390000000000001,149782,0.351428182,15,14.636938933531445,False
sequence_04,4,run_01,450,scs,3,qwen,95.59,95.59,0.0,199038,0.1248978199999999,15,37.86141480207444,False
sequence_04,4,run_01,450,spring-actuator-demo,1,gpt5mini,80.65,80.65,0.0,10246,0.01296,2,2.7026924967765806,False
sequence_04,4,run_01,450,spring-actuator-demo,2,glm,80.65,100.0,19.349999999999994,6024,0.00996385,2,3.1378049929936727,False
sequence_04,4,run_01,450,spring-actuator-demo,3,qwen,100.0,100.0,0.0,0,0.0,0,0.0001829783121744,False
sequence_04,4,run_01,767,features-service,1,gpt5mini,56.02,80.74,24.71999999999999,233005,0.20893325,25,4.812791220347086,False
sequence_04,4,run_01,767,features-service,2,glm,80.74,80.96,0.2199999999999988,124967,0.2299627719999999,13,6.820882614453634,False
sequence_04,4,run_01,767,features-service,3,qwen,80.96,80.96,0.0,106076,0.07171302,9,4.604986667633057,False
sequence_04,4,run_01,767,ncs,1,gpt5mini,74.18,92.36,18.179999999999996,59645,0.06741825,10,2.8634876529375712,False
sequence_04,4,run_01,767,ncs,2,glm,92.36,93.09,0.730000000000004,82137,0.2864339104,8,11.071253196398418,False
sequence_04,4,run_01,767,ncs,3,qwen,93.09,96.36,3.269999999999996,147314,0.16344457,10,12.508536199728647,False
sequence_04,4,run_01,767,restcountries,1,gpt5mini,78.27,82.5,4.230000000000004,352443,0.1972162499999999,21,6.180311143398285,False
sequence_04,4,run_01,767,restcountries,2,glm,82.5,82.87,0.3700000000000045,354224,0.5323611416,18,11.489893460273745,False
sequence_04,4,run_01,767,restcountries,3,qwen,82.87,82.87,0.0,358948,0.19725441,17,10.28693160613378,False
sequence_04,4,run_01,767,scs,1,gpt5mini,65.08,95.25,30.17,125954,0.11563725,15,3.499727749824524,False
sequence_04,4,run_01,767,scs,2,glm,95.25,95.59,0.3400000000000034,117466,0.2118707084,15,5.9036109209060665,False
